Year,Health Condition,General happiness,U.S. Region,Income,Race,Sex,Highest Degree,Age,Marital status,Work Status,ID
2000,Fair,10,E. nor. central,$6000 to 6999,White,Female,High school,26,Married,Working fulltime,1579
2000,Good,5,E. nor. central,$20000 - 24999,White,Male,High school,25,Never married,Working fulltime,1580
2000,Good,5,E. nor. central,$25000 or more,Black,Female,Bachelor,41,Divorced,Working fulltime,1581
2000,Good,5,E. nor. central,$20000 - 24999,White,Female,Bachelor,53,Married,Working fulltime,1582
2000,Fair,10,E. nor. central,$25000 or more,White,Male,High school,23,Never married,Working fulltime,1584
2000,Good,10,E. nor. central,$25000 or more,White,Male,High school,32,Married,Working fulltime,1587
2000,Good,10,E. nor. central,$20000 - 24999,White,Female,High school,26,Never married,Working fulltime,1588
2000,Excellent,10,W. sou. central,$25000 or more,White,Male,Bachelor,60,Divorced,Working fulltime,1589
2000,Good,5,W. sou. central,$15000 - 19999,White,Female,High school,66,Divorced,Working fulltime,1590
2000,Fair,10,W. sou. central,$20000 - 24999,White,Female,High school,50,Divorced,Working fulltime,1591
2000,Good,0,W. sou. central,$3000 to 3999,Black,Male,High school,20,Divorced,Working fulltime,1593
2000,Excellent,5,W. sou. central,$25000 or more,White,Male,Bachelor,28,Never married,Working fulltime,1594
2000,Excellent,10,W. sou. central,$25000 or more,White,Male,Graduate,58,Married,Working fulltime,1595
2000,Excellent,0,W. sou. central,$25000 or more,Black,Male,High school,25,Never married,Working fulltime,1596
2000,Fair,10,W. sou. central,$10000 - 14999,Black,Male,High school,53,Separated,Working fulltime,1598
2000,Excellent,10,W. sou. central,$25000 or more,White,Male,High school,52,Married,Working fulltime,1601
2000,Good,5,W. sou. central,$25000 or more,White,Male,Lt high school,38,Married,Working fulltime,1602
2000,Good,5,W. sou. central,$25000 or more,Black,Male,High school,44,Married,Working fulltime,1604
2000,Excellent,5,W. sou. central,$15000 - 19999,White,Male,High school,22,Never married,Working parttime,1609
2000,Excellent,0,South atlantic,$20000 - 24999,Black,Female,Lt high school,25,Separated,Working fulltime,1613
2000,Fair,10,South atlantic,$10000 - 14999,Black,Female,High school,33,Divorced,Keeping house,1614
2000,Good,5,South atlantic,$25000 or more,White,Male,Lt high school,43,Married,Working fulltime,1615
2000,Fair,10,South atlantic,$25000 or more,White,Female,High school,47,Married,Working fulltime,1616
2000,Good,10,South atlantic,$25000 or more,White,Male,High school,48,Married,Working fulltime,1617
2000,Good,10,South atlantic,$25000 or more,White,Male,High school,42,Married,Working fulltime,1618
2000,Good,10,South atlantic,$25000 or more,White,Male,High school,38,Never married,Working fulltime,1622
2000,Good,10,South atlantic,$20000 - 24999,White,Male,Bachelor,25,Never married,Working fulltime,1623
2000,Good,0,South atlantic,$7000 to 7999,Other,Male,Lt high school,19,Never married,Working parttime,1624
2000,Excellent,5,South atlantic,$25000 or more,Black,Female,Bachelor,31,Never married,Working fulltime,1626
2000,Excellent,10,South atlantic,$25000 or more,White,Female,Bachelor,51,Divorced,Working fulltime,1627
2000,Excellent,5,South atlantic,$25000 or more,White,Female,High school,52,Married,Working fulltime,1629
2000,Fair,10,South atlantic,$3000 to 3999,Black,Female,High school,21,Never married,Working parttime,1630
2000,Fair,5,South atlantic,$10000 - 14999,White,Female,High school,42,Married,Working parttime,1631
2000,Fair,10,South atlantic,$25000 or more,White,Male,High school,56,Married,Working fulltime,1634
2000,Excellent,5,South atlantic,$25000 or more,White,Male,Bachelor,32,Never married,Working fulltime,1635
2000,Excellent,10,E. nor. central,$25000 or more,White,Male,Bachelor,59,Married,Working fulltime,1637
2000,Excellent,10,E. nor. central,$25000 or more,White,Male,Graduate,47,Married,Working fulltime,1640
2000,Good,10,E. nor. central,$20000 - 24999,White,Female,High school,31,Never married,Working fulltime,1641
2000,Good,10,E. nor. central,$25000 or more,Black,Female,High school,29,Never married,Working fulltime,1647
2000,Good,10,E. nor. central,$25000 or more,White,Female,High school,30,Divorced,Working fulltime,1651
2000,Good,10,E. nor. central,$25000 or more,White,Female,Junior college,58,Married,Working fulltime,1652
2000,Good,5,E. nor. central,$15000 - 19999,White,Female,High school,37,Married,Working fulltime,1653
2000,Excellent,5,E. nor. central,$25000 or more,White,Female,Bachelor,27,Never married,Working fulltime,1654
2000,Excellent,5,E. nor. central,$25000 or more,White,Male,Bachelor,56,Divorced,Working fulltime,1656
2000,Good,10,E. nor. central,$25000 or more,Black,Male,High school,52,Married,Working fulltime,1658
2000,Excellent,10,E. nor. central,$25000 or more,White,Female,Bachelor,28,Married,Working fulltime,1659
2000,Good,10,E. nor. central,$15000 - 19999,White,Female,High school,52,Married,Temp not working,1660
2000,Good,10,E. nor. central,$10000 - 14999,White,Female,High school,38,Divorced,Working fulltime,1661
2000,Fair,5,E. nor. central,$10000 - 14999,White,Male,High school,40,Divorced,Working fulltime,1662
2000,Good,10,E. nor. central,$15000 - 19999,White,Male,Lt high school,31,Divorced,Working fulltime,1664
2000,Good,5,E. nor. central,$25000 or more,White,Male,High school,25,Widowed,Working fulltime,1665
2000,Good,10,E. nor. central,$1000 to 2999,White,Female,Lt high school,19,Never married,School,1667
2000,Fair,0,E. nor. central,$20000 - 24999,White,Male,High school,55,Divorced,Working fulltime,1668
2000,Good,0,E. nor. central,$20000 - 24999,White,Male,High school,32,Separated,Working fulltime,1672
2000,Good,0,E. nor. central,$10000 - 14999,White,Male,High school,69,Divorced,Working parttime,1674
2000,Excellent,0,E. nor. central,$25000 or more,White,Female,High school,50,Widowed,Working parttime,1675
2000,Good,10,South atlantic,$25000 or more,White,Male,Bachelor,35,Never married,Working fulltime,1676
2000,Fair,5,South atlantic,$25000 or more,White,Male,Graduate,47,Married,Working fulltime,1677
2000,Good,10,South atlantic,$25000 or more,White,Male,Lt high school,68,Married,Working fulltime,1680
2000,Good,10,South atlantic,$25000 or more,White,Male,High school,56,Married,Working fulltime,1683
2000,Excellent,5,South atlantic,$25000 or more,White,Female,Bachelor,42,Married,Working fulltime,1686
2000,Good,10,South atlantic,$20000 - 24999,White,Female,High school,34,Never married,Working fulltime,1692
2000,Good,10,South atlantic,$20000 - 24999,White,Male,Junior college,26,Never married,Working fulltime,1695
2000,Good,5,South atlantic,$15000 - 19999,Black,Female,Junior college,29,Married,Working fulltime,1696
2000,Excellent,10,South atlantic,$25000 or more,Other,Female,Junior college,51,Divorced,Working fulltime,1697
2000,Fair,10,South atlantic,$25000 or more,White,Female,Bachelor,56,Divorced,Working fulltime,1698
2000,Excellent,10,South atlantic,$25000 or more,White,Male,Junior college,31,Divorced,Working fulltime,1699
2000,Good,10,South atlantic,$20000 - 24999,White,Female,Junior college,58,Married,Working fulltime,1700
2000,Good,10,South atlantic,$25000 or more,White,Male,High school,47,Divorced,Working fulltime,1701
2000,Fair,0,W. nor. central,$15000 - 19999,White,Male,High school,42,Married,Working fulltime,1704
2000,Good,10,W. nor. central,$10000 - 14999,Black,Female,High school,34,Separated,Working fulltime,1705
2000,Good,10,W. nor. central,$10000 - 14999,Black,Male,High school,39,Married,Working fulltime,1706
2000,Good,10,W. nor. central,$15000 - 19999,White,Male,Lt high school,38,Married,Working fulltime,1708
2000,Poor,10,W. nor. central,Lt $1000,Black,Female,Junior college,44,Married,Keeping house,1709
2000,Excellent,10,W. nor. central,$20000 - 24999,White,Male,Bachelor,46,Divorced,Working fulltime,1712
2000,Good,10,W. nor. central,$20000 - 24999,White,Male,Lt high school,26,Never married,"Unempl, laid off",1714
2000,Good,5,W. nor. central,$25000 or more,Black,Male,Bachelor,49,Separated,Working fulltime,1719
2000,Good,10,W. nor. central,$20000 - 24999,Black,Female,High school,58,Married,Working fulltime,1720
2000,Good,10,W. nor. central,$10000 - 14999,Black,Female,High school,28,Never married,Working fulltime,1722
2000,Good,10,Mountain,$8000 to 9999,White,Female,High school,20,Never married,Working parttime,1728
2000,Good,0,Mountain,$25000 or more,Other,Male,High school,38,Divorced,Working fulltime,1730
2000,Good,0,Mountain,$15000 - 19999,White,Male,Graduate,44,Never married,Working fulltime,1731
2000,Excellent,10,Mountain,$7000 to 7999,White,Male,Bachelor,29,Never married,Working fulltime,1733
2000,Fair,10,Mountain,$25000 or more,Other,Male,Bachelor,27,Never married,Working fulltime,1735
2000,Good,10,Mountain,$25000 or more,White,Female,High school,52,Married,Working fulltime,1736
2000,Excellent,5,Mountain,$25000 or more,White,Female,Junior college,35,Married,Working fulltime,1737
2000,Excellent,5,Mountain,$25000 or more,White,Female,Bachelor,54,Married,Working fulltime,1739
2000,Poor,10,Mountain,$8000 to 9999,White,Female,High school,36,Separated,Working fulltime,1742
2000,Good,10,Mountain,$25000 or more,White,Male,Junior college,57,Married,Working fulltime,1743
2000,Good,10,Mountain,$25000 or more,White,Female,High school,48,Widowed,Working fulltime,1748
2000,Good,10,Mountain,$25000 or more,White,Female,Bachelor,49,Married,Working fulltime,1749
2000,Excellent,10,Mountain,$25000 or more,White,Male,High school,42,Widowed,Working fulltime,1751
2000,Good,0,E. nor. central,$10000 - 14999,White,Female,Lt high school,67,Divorced,Working fulltime,1754
2000,Good,5,E. nor. central,$8000 to 9999,White,Female,Bachelor,66,Divorced,Working parttime,1755
2000,Good,10,E. nor. central,$25000 or more,White,Male,High school,62,Married,Working fulltime,1756
2000,Excellent,10,E. nor. central,$5000 to 5999,White,Female,High school,42,Married,Working fulltime,1757
2000,Good,10,E. nor. central,$15000 - 19999,White,Male,High school,52,Married,Retired,1761
2000,Good,10,E. nor. central,$25000 or more,White,Male,High school,37,Married,Working fulltime,1763
2000,Excellent,5,E. nor. central,$10000 - 14999,White,Male,High school,23,Never married,Keeping house,1764
2000,Excellent,5,E. nor. central,$20000 - 24999,White,Female,High school,43,Divorced,Working fulltime,1765
2000,Excellent,0,South atlantic,Lt $1000,Black,Male,Lt high school,19,Never married,Working parttime,1769
2000,Fair,10,South atlantic,$4000 to 4999,Black,Female,High school,71,Widowed,Working fulltime,1772
2000,Good,10,South atlantic,$10000 - 14999,Black,Female,High school,40,Separated,Working fulltime,1773
2000,Good,5,South atlantic,$8000 to 9999,Black,Male,Bachelor,44,Divorced,Working fulltime,1774
2000,Good,5,South atlantic,$20000 - 24999,Black,Female,High school,23,Never married,Working parttime,1777
2000,Excellent,5,Pacific,$25000 or more,White,Male,Bachelor,38,Married,Working fulltime,1782
2000,Good,10,Pacific,$25000 or more,White,Male,Bachelor,26,Never married,Working fulltime,1784
2000,Excellent,5,Pacific,$25000 or more,White,Male,Graduate,68,Married,Working parttime,1785
2000,Excellent,5,Pacific,$15000 - 19999,White,Female,High school,22,Never married,Working fulltime,1788
2000,Excellent,5,Pacific,$10000 - 14999,White,Female,High school,54,Married,Working fulltime,1789
2000,Excellent,10,Pacific,$25000 or more,White,Female,Graduate,47,Married,Working fulltime,1790
2000,Fair,0,Pacific,$8000 to 9999,Other,Male,Junior college,22,Never married,School,1791
2000,Excellent,10,Pacific,$25000 or more,White,Male,Graduate,27,Never married,Working fulltime,1792
2000,Excellent,10,Pacific,$25000 or more,White,Male,Bachelor,26,Never married,Temp not working,1793
2000,Excellent,10,Pacific,$25000 or more,White,Male,Bachelor,23,Never married,Working fulltime,1794
2000,Excellent,5,Pacific,$25000 or more,White,Male,Bachelor,33,Married,Working fulltime,1795
2000,Excellent,5,Pacific,$25000 or more,White,Male,Bachelor,42,Married,Working fulltime,1798
2000,Excellent,5,Pacific,$25000 or more,White,Male,Lt high school,51,Married,Working fulltime,1799
2000,Fair,10,Pacific,$15000 - 19999,White,Female,Graduate,35,Married,Working fulltime,1800
2000,Good,10,Pacific,$25000 or more,Other,Female,Junior college,43,Married,Working fulltime,1801
2000,Good,5,Pacific,$25000 or more,White,Male,Bachelor,47,Married,Working fulltime,1808
2000,Excellent,10,Pacific,$25000 or more,Other,Female,Bachelor,43,Divorced,Working fulltime,1810
2000,Good,10,Middle atlantic,$25000 or more,Black,Male,Junior college,43,Married,Working fulltime,1814
2000,Excellent,10,Middle atlantic,$25000 or more,White,Female,Bachelor,47,Divorced,Working fulltime,1816
2000,Good,0,Middle atlantic,$25000 or more,White,Female,High school,52,Divorced,Working fulltime,1817
2000,Excellent,10,Middle atlantic,$25000 or more,Black,Male,High school,30,Never married,Working fulltime,1818
2000,Good,10,Middle atlantic,$25000 or more,White,Female,High school,45,Married,Working fulltime,1819
2000,Good,10,Middle atlantic,$10000 - 14999,White,Female,Graduate,65,Married,Keeping house,1822
2000,Excellent,5,Middle atlantic,$25000 or more,White,Male,Junior college,36,Never married,Working fulltime,1827
2000,Fair,0,Middle atlantic,$15000 - 19999,White,Female,High school,43,Divorced,Working fulltime,1828
2000,Good,10,Middle atlantic,$10000 - 14999,White,Female,Lt high school,33,Married,Working fulltime,1829
2000,Excellent,10,South atlantic,$20000 - 24999,Black,Male,High school,28,Never married,Working parttime,1831
2000,Good,10,South atlantic,$15000 - 19999,Other,Female,Lt high school,50,Never married,Working fulltime,1839
2000,Fair,10,South atlantic,$15000 - 19999,Black,Female,High school,54,Never married,Working fulltime,1840
2000,Fair,10,South atlantic,$15000 - 19999,Black,Female,Lt high school,45,Never married,Working parttime,1843
2000,Good,10,South atlantic,$10000 - 14999,Black,Female,High school,56,Never married,Working fulltime,1849
2000,Good,5,South atlantic,$25000 or more,White,Male,Graduate,40,Married,Working fulltime,1851
2000,Good,10,South atlantic,$25000 or more,White,Male,Bachelor,41,Married,Working fulltime,1852
2000,Good,10,South atlantic,$25000 or more,Other,Male,Bachelor,30,Married,Working fulltime,1853
2000,Good,10,South atlantic,$25000 or more,White,Male,Bachelor,33,Married,Working fulltime,1855
2000,Excellent,5,South atlantic,$8000 to 9999,Black,Female,High school,33,Married,Keeping house,1856
2000,Good,10,South atlantic,$25000 or more,Black,Male,Lt high school,54,Separated,Working fulltime,1857
2000,Good,10,South atlantic,$25000 or more,White,Male,Bachelor,35,Never married,Working fulltime,1858
2000,Good,10,South atlantic,$25000 or more,White,Male,High school,44,Married,Working fulltime,1862
2000,Good,0,South atlantic,$25000 or more,White,Male,High school,51,Divorced,Working fulltime,1863
2000,Excellent,5,Pacific,$25000 or more,White,Female,Bachelor,38,Never married,Working fulltime,1865
2000,Good,5,Pacific,$15000 - 19999,White,Female,Lt high school,22,Never married,Working fulltime,1867
2000,Good,10,Pacific,$10000 - 14999,White,Female,High school,43,Divorced,Working parttime,1868
2000,Excellent,5,Pacific,$7000 to 7999,White,Female,High school,34,Married,Working fulltime,1871
2000,Excellent,10,Pacific,$10000 - 14999,White,Female,High school,24,Never married,Working fulltime,1873
2000,Excellent,5,Pacific,$25000 or more,White,Female,Bachelor,35,Married,Working fulltime,1874
2000,Excellent,10,Pacific,$25000 or more,White,Male,High school,43,Married,"Unempl, laid off",1875
2000,Good,10,Pacific,$25000 or more,White,Female,High school,43,Never married,Working fulltime,1876
2000,Excellent,10,Pacific,$25000 or more,White,Male,High school,34,Never married,Working fulltime,1877
2000,Fair,10,Pacific,$25000 or more,White,Female,Bachelor,41,Divorced,Working fulltime,1879
2000,Fair,10,Pacific,$15000 - 19999,White,Female,High school,36,Divorced,Working fulltime,1881
2000,Excellent,10,Pacific,$25000 or more,White,Male,High school,32,Divorced,Working parttime,1882
2000,Fair,5,Pacific,$15000 - 19999,White,Male,High school,53,Widowed,Working fulltime,1883
2000,Excellent,10,Mountain,$25000 or more,White,Female,High school,43,Married,Working fulltime,1886
2000,Good,10,Mountain,$25000 or more,White,Female,Bachelor,29,Married,Working fulltime,1888
2000,Good,10,Mountain,$25000 or more,White,Male,Bachelor,48,Married,Working fulltime,1889
2000,Excellent,10,Mountain,$25000 or more,White,Male,Bachelor,36,Married,Working fulltime,1890
2000,Good,10,Mountain,$20000 - 24999,White,Male,High school,46,Married,Other,1891
2000,Fair,0,Mountain,$20000 - 24999,Other,Male,Lt high school,24,Never married,Working fulltime,1892
2000,Excellent,10,Mountain,$15000 - 19999,White,Female,High school,21,Never married,Working fulltime,1894
2000,Good,10,Mountain,$25000 or more,White,Male,Bachelor,26,Never married,Working fulltime,1895
2000,Good,5,Mountain,$25000 or more,White,Male,High school,23,Never married,Working fulltime,1897
2000,Excellent,10,Mountain,$25000 or more,White,Male,Bachelor,29,Never married,Working fulltime,1899
2000,Excellent,10,W. nor. central,$25000 or more,Black,Female,High school,32,Never married,Working fulltime,1902
2000,Good,10,W. nor. central,$25000 or more,White,Female,Bachelor,43,Never married,"Unempl, laid off",1903
2000,Fair,0,W. nor. central,$25000 or more,White,Male,Junior college,39,Never married,"Unempl, laid off",1904
2000,Excellent,10,W. nor. central,$25000 or more,White,Male,High school,39,Married,Working fulltime,1905
2000,Good,10,W. nor. central,$4000 to 4999,White,Male,High school,22,Never married,Working parttime,1907
2000,Good,10,W. nor. central,$4000 to 4999,Other,Male,High school,20,Never married,Working parttime,1908
2000,Fair,10,W. nor. central,$25000 or more,White,Female,Bachelor,40,Never married,Working fulltime,1909
2000,Good,10,W. nor. central,$25000 or more,White,Female,Junior college,30,Never married,Working fulltime,1910
2000,Excellent,5,W. nor. central,$1000 to 2999,White,Female,High school,20,Never married,Working parttime,1912
2000,Excellent,5,W. nor. central,$7000 to 7999,White,Male,High school,43,Divorced,Working fulltime,1915
2000,Good,5,W. nor. central,$5000 to 5999,White,Female,Bachelor,24,Never married,Working fulltime,1917
2000,Good,5,W. nor. central,$25000 or more,White,Male,High school,58,Never married,Working fulltime,1918
2000,Good,10,W. nor. central,$25000 or more,White,Female,High school,50,Never married,Working fulltime,1919
2000,Good,5,W. nor. central,$25000 or more,White,Female,High school,45,Never married,Temp not working,1921
2000,Good,0,W. nor. central,$15000 - 19999,White,Female,High school,69,Married,Working parttime,1922
2000,Excellent,10,W. nor. central,$25000 or more,White,Female,Bachelor,30,Married,Working fulltime,1924
2000,Excellent,10,W. nor. central,$7000 to 7999,White,Male,High school,28,Married,Working parttime,1925
2000,Excellent,10,W. nor. central,$15000 - 19999,White,Female,Junior college,32,Never married,Working fulltime,1926
2000,Good,10,W. nor. central,$25000 or more,White,Male,Bachelor,24,Never married,Working fulltime,1927
2000,Good,10,W. nor. central,$25000 or more,White,Female,High school,43,Widowed,Working fulltime,1928
2000,Fair,5,W. nor. central,$1000 to 2999,Black,Female,High school,23,Never married,Working fulltime,1931
2000,Good,0,W. nor. central,$20000 - 24999,Black,Female,High school,25,Never married,Working fulltime,1934
2000,Excellent,10,W. nor. central,$20000 - 24999,Other,Female,High school,69,Widowed,Temp not working,1936
2000,Good,10,W. nor. central,$10000 - 14999,Black,Male,High school,45,Separated,Temp not working,1941
2000,Fair,10,W. nor. central,$25000 or more,White,Female,High school,28,Divorced,Working fulltime,1946
2000,Good,5,W. nor. central,$25000 or more,Other,Female,Graduate,36,Divorced,Working fulltime,1947
2000,Excellent,5,South atlantic,$15000 - 19999,White,Female,Graduate,51,Married,Keeping house,1948
2000,Good,5,South atlantic,$15000 - 19999,White,Male,High school,71,Married,Working parttime,1950
2000,Excellent,10,South atlantic,$10000 - 14999,White,Female,High school,34,Married,Working fulltime,1951
2000,Good,5,South atlantic,$10000 - 14999,White,Male,Junior college,57,Married,Retired,1952
2000,Excellent,10,South atlantic,$25000 or more,White,Female,Bachelor,46,Divorced,Working fulltime,1954
2000,Excellent,10,South atlantic,$25000 or more,White,Female,High school,53,Divorced,Working fulltime,1955
2000,Good,5,South atlantic,$25000 or more,White,Male,Graduate,57,Married,Working parttime,1956
2000,Excellent,5,South atlantic,$25000 or more,White,Male,High school,34,Married,Working fulltime,1958
2000,Excellent,10,South atlantic,$10000 - 14999,White,Female,Bachelor,30,Married,Working fulltime,1959
2000,Good,10,South atlantic,$25000 or more,White,Female,High school,26,Married,Working fulltime,1960
2000,Good,5,South atlantic,$20000 - 24999,Other,Female,High school,23,Married,Working fulltime,1961
2000,Fair,10,South atlantic,$25000 or more,White,Male,High school,44,Divorced,Working fulltime,1966
2000,Fair,10,South atlantic,$25000 or more,White,Male,Bachelor,29,Never married,Working fulltime,1968
2000,Good,10,South atlantic,$15000 - 19999,Other,Female,Junior college,53,Married,Working fulltime,1969
2000,Excellent,5,South atlantic,$15000 - 19999,Other,Female,Bachelor,37,Married,Working fulltime,1971
2000,Excellent,5,South atlantic,$1000 to 2999,White,Female,Bachelor,44,Never married,Working parttime,1972
2000,Good,10,South atlantic,$25000 or more,White,Male,Bachelor,49,Divorced,Working fulltime,1974
2000,Good,0,South atlantic,$3000 to 3999,Black,Male,High school,31,Separated,Working fulltime,1980
2000,Good,10,South atlantic,$15000 - 19999,Black,Female,High school,27,Separated,Working fulltime,1981
2000,Good,10,South atlantic,$10000 - 14999,Black,Female,Lt high school,50,Married,Working fulltime,1982
2000,Fair,10,South atlantic,$10000 - 14999,Black,Female,Lt high school,66,Widowed,Working fulltime,1985
2000,Good,10,South atlantic,$5000 to 5999,Black,Female,High school,47,Separated,Working fulltime,1986
2000,Excellent,5,South atlantic,$15000 - 19999,White,Female,High school,27,Divorced,Working parttime,1989
2000,Good,10,South atlantic,$10000 - 14999,Black,Female,High school,39,Married,Working fulltime,1993
2000,Good,10,South atlantic,$10000 - 14999,Black,Male,High school,44,Married,Working fulltime,1994
2000,Good,10,South atlantic,$10000 - 14999,Black,Female,High school,43,Married,Working parttime,1995
2000,Good,5,South atlantic,$25000 or more,Black,Female,High school,30,Never married,Working fulltime,1996
2000,Excellent,10,South atlantic,$25000 or more,Black,Female,High school,37,Never married,Working fulltime,1997
2000,Good,10,South atlantic,$25000 or more,White,Male,Graduate,43,Married,Working fulltime,2000
2000,Excellent,5,South atlantic,$10000 - 14999,White,Male,High school,19,Never married,School,2001
2000,Good,5,South atlantic,$25000 or more,White,Male,Graduate,49,Married,Working fulltime,2002
2000,Good,5,South atlantic,$25000 or more,White,Male,Graduate,47,Married,Working fulltime,2003
2000,Excellent,5,South atlantic,$25000 or more,White,Male,Graduate,35,Never married,Working fulltime,2004
2000,Excellent,5,South atlantic,$15000 - 19999,White,Female,Graduate,64,Married,Working parttime,2005
2000,Excellent,5,South atlantic,$25000 or more,White,Male,High school,30,Married,Working fulltime,2006
2000,Good,5,South atlantic,$8000 to 9999,White,Female,Bachelor,63,Married,Working parttime,2007
2000,Good,10,South atlantic,$25000 or more,White,Male,High school,40,Divorced,Working fulltime,2008
2000,Excellent,5,South atlantic,$25000 or more,White,Female,Junior college,63,Divorced,Working fulltime,2009
2000,Good,10,South atlantic,$25000 or more,White,Female,High school,44,Divorced,Working fulltime,2010
2000,Good,5,South atlantic,$4000 to 4999,White,Female,Lt high school,62,Married,Working parttime,2013
2000,Excellent,5,South atlantic,$25000 or more,White,Female,High school,37,Never married,Working fulltime,2015
2000,Good,10,New england,$25000 or more,White,Female,Bachelor,44,Married,Working fulltime,2025
2000,Good,5,New england,$25000 or more,White,Male,High school,60,Married,Working fulltime,2028
2000,Fair,10,New england,$25000 or more,White,Male,Bachelor,61,Separated,Working fulltime,2031
2000,Good,10,New england,$25000 or more,White,Male,Bachelor,53,Never married,Working fulltime,2032
2000,Excellent,10,New england,$10000 - 14999,White,Male,Bachelor,30,Never married,School,2033
2000,Excellent,5,New england,$25000 or more,White,Male,Bachelor,34,Married,Working fulltime,2038
2000,Good,10,New england,$25000 or more,White,Male,Junior college,38,Separated,Temp not working,2039
2000,Good,10,New england,$10000 - 14999,White,Female,Bachelor,29,Never married,School,2041
2000,Excellent,5,New england,$25000 or more,White,Male,Bachelor,29,Married,Working fulltime,2042
2000,Good,10,New england,$25000 or more,White,Female,High school,45,Divorced,Working fulltime,2047
2000,Good,10,New england,$20000 - 24999,White,Male,High school,49,Never married,Working fulltime,2049
2000,Good,10,New england,$25000 or more,White,Male,High school,33,Married,Working fulltime,2051
2000,Excellent,5,South atlantic,$25000 or more,Black,Female,Bachelor,40,Never married,Working fulltime,2056
2000,Good,5,South atlantic,$25000 or more,Black,Male,High school,40,Never married,Working fulltime,2057
2000,Good,5,South atlantic,$25000 or more,Black,Male,Graduate,44,Divorced,Working fulltime,2058
2000,Excellent,10,South atlantic,$10000 - 14999,Black,Female,High school,48,Divorced,Working fulltime,2060
2000,Excellent,5,South atlantic,$25000 or more,Black,Female,Junior college,53,Never married,Working fulltime,2062
2000,Excellent,5,South atlantic,$25000 or more,Black,Male,Bachelor,55,Married,Working fulltime,2063
2000,Good,10,South atlantic,$25000 or more,Other,Male,High school,32,Married,Working fulltime,2066
2000,Good,0,South atlantic,$25000 or more,Other,Male,Graduate,38,Married,Working fulltime,2067
2000,Good,10,South atlantic,$20000 - 24999,Black,Female,High school,24,Separated,Working fulltime,2072
2000,Excellent,5,South atlantic,$25000 or more,Black,Male,High school,51,Married,Working fulltime,2073
2000,Excellent,10,South atlantic,$25000 or more,White,Male,High school,36,Never married,Working fulltime,2074
2000,Good,10,South atlantic,$15000 - 19999,White,Female,High school,29,Married,Working fulltime,2076
2000,Excellent,10,South atlantic,$25000 or more,White,Female,Bachelor,24,Never married,Working fulltime,2077
2000,Good,10,South atlantic,$25000 or more,White,Female,Graduate,47,Never married,Working fulltime,2078
2000,Excellent,10,South atlantic,$25000 or more,White,Female,Junior college,41,Divorced,Working fulltime,2081
2000,Excellent,5,South atlantic,$25000 or more,Black,Female,Junior college,48,Divorced,Working fulltime,2082
2000,Excellent,5,South atlantic,$25000 or more,White,Male,Graduate,29,Never married,Working fulltime,2083
2000,Good,10,South atlantic,$25000 or more,White,Male,High school,50,Divorced,Working fulltime,2084
2000,Good,10,South atlantic,$25000 or more,Other,Female,Bachelor,26,Never married,Working fulltime,2085
2000,Excellent,5,E. sou. central,$10000 - 14999,Black,Female,High school,36,Divorced,Working fulltime,2091
2000,Good,10,E. sou. central,$25000 or more,Black,Female,High school,45,Divorced,Working fulltime,2092
2000,Fair,5,E. sou. central,$3000 to 3999,Black,Female,Lt high school,53,Never married,Working fulltime,2093
2000,Fair,10,E. sou. central,$8000 to 9999,Black,Female,High school,43,Never married,Working parttime,2096
2000,Excellent,5,E. sou. central,$25000 or more,White,Female,Junior college,33,Married,Working fulltime,2099
2000,Excellent,10,E. sou. central,$25000 or more,White,Female,Bachelor,50,Divorced,Working fulltime,2104
2000,Excellent,5,E. sou. central,$15000 - 19999,White,Female,High school,54,Married,Keeping house,2108
2000,Excellent,5,E. sou. central,$20000 - 24999,White,Male,Junior college,37,Never married,Working fulltime,2109
2000,Good,10,Mountain,$4000 to 4999,Other,Male,High school,20,Never married,Working parttime,2115
2000,Fair,10,Mountain,$6000 to 6999,Other,Female,High school,22,Never married,School,2117
2000,Excellent,10,Mountain,$25000 or more,White,Male,High school,34,Married,Working fulltime,2118
2000,Good,10,Mountain,$10000 - 14999,White,Female,High school,47,Married,Working fulltime,2119
2000,Good,10,Mountain,$20000 - 24999,White,Female,High school,44,Never married,Working fulltime,2120
2000,Excellent,10,Mountain,$25000 or more,White,Male,High school,27,Never married,Working fulltime,2121
2000,Good,10,Mountain,$15000 - 19999,Other,Male,High school,46,Divorced,Temp not working,2122
2000,Excellent,5,Mountain,$4000 to 4999,White,Female,Bachelor,27,Married,Working parttime,2123
2000,Good,10,Mountain,$25000 or more,White,Male,High school,49,Divorced,Working fulltime,2124
2000,Excellent,5,Mountain,$25000 or more,White,Male,High school,37,Divorced,Working fulltime,2126
2000,Excellent,5,Mountain,$25000 or more,Other,Female,High school,42,Never married,Working fulltime,2128
2000,Good,5,Mountain,$25000 or more,White,Male,Bachelor,41,Never married,Working fulltime,2130
2000,Excellent,5,Mountain,$25000 or more,Other,Female,Bachelor,42,Divorced,Working fulltime,2131
2000,Excellent,5,Mountain,Lt $1000,White,Female,Bachelor,27,Never married,School,2135
2000,Excellent,5,Mountain,$25000 or more,White,Male,High school,32,Married,Working fulltime,2136
2000,Good,5,Mountain,$25000 or more,White,Male,Graduate,40,Married,Working fulltime,2137
2000,Excellent,5,Mountain,$20000 - 24999,White,Male,High school,64,Married,Working fulltime,2139
