Year,Health Condition,General happiness,U.S. Region,Income,Race,Sex,Highest Degree,Age,Marital status,Work Status,ID
2004,Not applicable,Pretty happy,Pacific,$1000 to 2999,White,Female,High school,39,Married,Working parttime,1872
2004,Fair,Not too happy,Pacific,$25000 or more,White,Female,High school,52,Divorced,Temp not working,1873
2004,Not applicable,Not applicable,Pacific,$20000 - 24999,White,Male,Junior college,45,Married,Working fulltime,1874
2004,Good,Not applicable,Pacific,$25000 or more,White,Male,High school,30,Married,Working fulltime,1875
2004,Not applicable,Pretty happy,Pacific,$25000 or more,White,Male,High school,51,Divorced,Working fulltime,1876
2004,Excellent,Not applicable,Pacific,Not applicable,White,Female,High school,71,Widowed,Retired,1877
2004,Not applicable,Not applicable,Pacific,$25000 or more,Other,Male,Graduate,44,Married,Working fulltime,1878
2004,Good,Pretty happy,Pacific,$8000 to 9999,White,Male,High school,23,Never married,School,1879
2004,Good,Pretty happy,Pacific,$25000 or more,White,Male,High school,41,Divorced,Working fulltime,1880
2004,Not applicable,Not applicable,Pacific,$25000 or more,White,Female,Graduate,47,Divorced,Working fulltime,1881
2004,Not applicable,Not applicable,Pacific,Not applicable,White,Female,High school,86,Married,Keeping house,1882
2004,Not applicable,Not applicable,Pacific,$10000 - 14999,Other,Male,Bachelor,25,Never married,Working fulltime,1883
2004,Good,Not applicable,Pacific,Not applicable,White,Male,High school,82,Widowed,Retired,1884
2004,Fair,Not too happy,Pacific,Not applicable,White,Male,Junior college,72,Widowed,Retired,1885
2004,Good,Not applicable,Pacific,$20000 - 24999,White,Male,Graduate,49,Married,Working fulltime,1886
2004,Excellent,Very happy,Pacific,Not applicable,White,Female,High school,78,Widowed,Retired,1887
2004,Not applicable,Very happy,Pacific,Not applicable,White,Female,High school,85,Widowed,Retired,1888
2004,Fair,Very happy,Pacific,Not applicable,White,Female,High school,82,Married,Retired,1889
2004,Not applicable,Not applicable,Pacific,$25000 or more,White,Female,Junior college,46,Never married,Working fulltime,1890
2004,Excellent,Pretty happy,Pacific,Not applicable,White,Male,High school,20,Never married,Working fulltime,1891
2004,Not applicable,Not applicable,Pacific,Not applicable,White,Male,Graduate,24,Married,Working parttime,1892
2004,Excellent,Pretty happy,Pacific,$20000 - 24999,White,Female,High school,56,Divorced,Working fulltime,1893
2004,Not applicable,Not applicable,Pacific,$25000 or more,White,Female,Graduate,58,Married,Working fulltime,1894
2004,Not applicable,Pretty happy,Pacific,$25000 or more,White,Male,High school,48,Never married,Working fulltime,1895
2004,Excellent,Very happy,Pacific,$10000 - 14999,White,Female,High school,21,Never married,Working fulltime,1896
2004,Not applicable,Not applicable,Pacific,$6000 to 6999,White,Male,High school,64,Married,Working parttime,1897
2004,Excellent,Pretty happy,Pacific,$25000 or more,White,Male,High school,52,Widowed,Temp not working,1898
2004,Poor,Pretty happy,Pacific,Not applicable,White,Female,High school,71,Married,Keeping house,1899
2004,Not applicable,Pretty happy,Pacific,$25000 or more,White,Female,High school,50,Divorced,Working fulltime,1900
2004,Good,Pretty happy,Mountain,$20000 - 24999,White,Female,High school,30,Never married,Working parttime,1901
2004,Excellent,Not applicable,Mountain,$25000 or more,White,Female,Graduate,48,Divorced,Working fulltime,1902
2004,Not applicable,Not applicable,Mountain,$25000 or more,White,Male,High school,61,Divorced,Working fulltime,1903
2004,Excellent,Very happy,Mountain,$25000 or more,White,Female,High school,26,Never married,Working fulltime,1904
2004,Good,Not applicable,Mountain,$25000 or more,White,Female,Graduate,49,Divorced,Working fulltime,1905
2004,Not applicable,Not applicable,Mountain,Not applicable,White,Female,Bachelor,89 or older,Married,Retired,1906
2004,Not applicable,Pretty happy,Mountain,$7000 to 7999,White,Male,Bachelor,34,Never married,Working fulltime,1907
2004,Good,Not applicable,Mountain,$10000 - 14999,White,Male,Bachelor,24,Never married,Working fulltime,1908
2004,Not applicable,Very happy,Mountain,$25000 or more,White,Female,High school,44,Divorced,Working fulltime,1909
2004,Not applicable,Not applicable,Mountain,Not applicable,White,Female,Bachelor,29,Married,Working fulltime,1910
2004,Not applicable,Not applicable,Mountain,$25000 or more,White,Male,High school,39,Married,Working fulltime,1911
2004,Good,Not applicable,Mountain,$20000 - 24999,White,Female,Junior college,28,Divorced,Working parttime,1912
2004,Excellent,Very happy,Mountain,$25000 or more,White,Male,Graduate,47,Married,Working fulltime,1913
2004,Excellent,Pretty happy,Mountain,$25000 or more,White,Female,Bachelor,43,Divorced,Working fulltime,1914
2004,Not applicable,Pretty happy,Mountain,$25000 or more,White,Female,Bachelor,34,Divorced,Working parttime,1915
2004,Good,Very happy,Mountain,$20000 - 24999,White,Female,Bachelor,38,Married,Working parttime,1916
2004,Not applicable,Pretty happy,Mountain,$1000 to 2999,White,Female,High school,31,Married,Working fulltime,1917
2004,Excellent,Very happy,Mountain,$25000 or more,White,Male,Bachelor,52,Divorced,"Unempl, laid off",1918
2004,Not applicable,Not too happy,Mountain,$8000 to 9999,White,Male,High school,39,Divorced,Working parttime,1919
2004,Fair,Pretty happy,Mountain,Not applicable,White,Male,High school,38,Married,Working fulltime,1920
2004,Not applicable,Not applicable,Mountain,Not applicable,White,Female,High school,67,Divorced,Retired,1921
2004,Not applicable,Pretty happy,Mountain,$10000 - 14999,White,Female,Junior college,47,Married,Working parttime,1922
2004,Good,Pretty happy,Mountain,Not applicable,White,Female,Graduate,56,Married,Other,1923
2004,Good,Very happy,Mountain,$1000 to 2999,White,Female,High school,63,Married,Working parttime,1924
2004,Not applicable,Not applicable,Mountain,$5000 to 5999,White,Female,High school,39,Never married,Working parttime,1925
2004,Not applicable,Not applicable,Mountain,Lt $1000,White,Male,Bachelor,43,Never married,Keeping house,1926
2004,Good,Very happy,Mountain,$25000 or more,White,Female,Bachelor,63,Divorced,Retired,1927
2004,Not applicable,Not applicable,Mountain,$20000 - 24999,White,Male,High school,34,Never married,Working fulltime,1928
2004,Not applicable,Not applicable,Mountain,Lt $1000,White,Male,High school,20,Never married,Working fulltime,1929
2004,Not applicable,Not applicable,Mountain,Not applicable,White,Male,Bachelor,41,Married,Working fulltime,1930
2004,Good,Not too happy,Mountain,Not applicable,White,Male,High school,57,Divorced,School,1931
2004,Excellent,Not applicable,Mountain,$10000 - 14999,White,Male,Junior college,34,Never married,Working fulltime,1932
2004,Fair,Pretty happy,Mountain,$1000 to 2999,White,Female,High school,20,Never married,"Unempl, laid off",1933
2004,Not applicable,Not applicable,Pacific,$1000 to 2999,Black,Female,High school,46,Widowed,Temp not working,1934
2004,Good,Not too happy,Pacific,$20000 - 24999,Black,Female,High school,44,Never married,Working fulltime,1935
2004,Not applicable,Not applicable,Pacific,$10000 - 14999,White,Female,High school,26,Married,Working parttime,1936
2004,Not applicable,Not applicable,Pacific,Not applicable,White,Male,Graduate,75,Married,Retired,1937
2004,Not applicable,Pretty happy,Pacific,Refused,Other,Male,Lt high school,40,Married,Working fulltime,1938
2004,Good,Pretty happy,Pacific,$25000 or more,White,Male,Lt high school,33,Divorced,Working fulltime,1939
2004,Not applicable,Not applicable,Pacific,Refused,White,Male,High school,31,Married,Working fulltime,1940
2004,Not applicable,Pretty happy,Pacific,Not applicable,Other,Male,Lt high school,31,Never married,Other,1941
2004,Not applicable,Very happy,Pacific,Not applicable,White,Male,High school,75,Married,Retired,1942
2004,Good,Pretty happy,Pacific,$15000 - 19999,White,Female,High school,25,Never married,Working fulltime,1943
2004,Good,Very happy,Pacific,$25000 or more,White,Female,Graduate,59,Separated,Working fulltime,1944
2004,Good,Not applicable,Pacific,$20000 - 24999,White,Female,High school,21,Never married,Working fulltime,1945
2004,Good,Very happy,Pacific,Not applicable,White,Female,Lt high school,55,Married,"Unempl, laid off",1946
2004,Good,Very happy,Pacific,Not applicable,Black,Female,Bachelor,28,Never married,Working parttime,1947
2004,Not applicable,Pretty happy,Pacific,Not applicable,White,Female,Lt high school,57,Married,Other,1948
2004,Not applicable,Not applicable,Pacific,$25000 or more,White,Female,High school,66,Divorced,Working fulltime,1949
2004,Good,Pretty happy,Pacific,$25000 or more,Other,Male,Bachelor,61,Married,Working fulltime,1950
2004,Good,Pretty happy,Pacific,$25000 or more,White,Male,High school,55,Married,Working fulltime,1951
2004,Not applicable,Not applicable,Pacific,$25000 or more,White,Male,Bachelor,39,Divorced,Working fulltime,1952
2004,Good,Not too happy,Pacific,$25000 or more,White,Male,High school,33,Divorced,Working fulltime,1953
2004,Not applicable,Pretty happy,Pacific,Not applicable,White,Female,High school,41,Divorced,"Unempl, laid off",1954
2004,Not applicable,Not applicable,Pacific,Not applicable,White,Male,Lt high school,85,Widowed,Retired,1955
2004,Good,Not applicable,Pacific,$25000 or more,White,Male,Junior college,51,Divorced,Working fulltime,1956
2004,Not applicable,Not applicable,Pacific,Not applicable,White,Female,High school,21,Never married,"Unempl, laid off",1957
2004,Not applicable,Not applicable,Pacific,Not applicable,White,Female,High school,76,Widowed,Retired,1958
2004,Fair,Very happy,Pacific,$10000 - 14999,White,Female,High school,50,Married,Working fulltime,1959
2004,Not applicable,Not applicable,Pacific,Not applicable,White,Female,Lt high school,70,Widowed,Retired,1960
2004,Not applicable,Not applicable,Pacific,Not applicable,White,Male,High school,36,Married,Working fulltime,1961
2004,Not applicable,Pretty happy,Pacific,$25000 or more,White,Male,Lt high school,59,Divorced,Working fulltime,1962
2004,Not applicable,Pretty happy,Pacific,$25000 or more,Other,Male,Lt high school,44,Divorced,Working fulltime,1963
2004,Good,Pretty happy,Pacific,$10000 - 14999,White,Female,High school,50,Widowed,Keeping house,1964
2004,Not applicable,Not applicable,Pacific,Not applicable,White,Female,High school,83,Widowed,Retired,1965
2004,Fair,Pretty happy,Pacific,$25000 or more,Other,Male,High school,46,Married,Working parttime,1966
2004,Not applicable,Not applicable,Pacific,$25000 or more,Other,Female,High school,34,Married,Working fulltime,1967
2004,Good,Pretty happy,Pacific,Not applicable,Other,Female,Junior college,74,Widowed,Retired,1968
2004,Not applicable,Not applicable,Pacific,$25000 or more,Other,Male,Bachelor,43,Married,Working fulltime,1969
2004,Not applicable,Not applicable,Pacific,$10000 - 14999,Other,Female,High school,24,Never married,Working fulltime,1970
2004,Good,Pretty happy,Pacific,$25000 or more,White,Male,Bachelor,67,Married,Working parttime,1971
2004,Not applicable,Not applicable,Pacific,$6000 to 6999,Other,Female,High school,40,Never married,Working fulltime,1972
2004,Not applicable,Not applicable,Pacific,$20000 - 24999,White,Female,Junior college,33,Divorced,Working fulltime,1973
2004,Good,Pretty happy,Pacific,$20000 - 24999,Other,Male,Bachelor,27,Married,Working fulltime,1974
2004,Not applicable,Not applicable,Pacific,Not applicable,Other,Female,Lt high school,76,Widowed,Retired,1975
2004,Not applicable,Not applicable,Pacific,$3000 to 3999,Other,Female,High school,75,Widowed,Working parttime,1976
2004,Good,Pretty happy,Pacific,$20000 - 24999,Other,Female,High school,62,Married,Working fulltime,1977
2004,Not applicable,Not applicable,Pacific,$4000 to 4999,White,Female,Graduate,45,Married,Working fulltime,1978
2004,Not applicable,Not applicable,Pacific,$25000 or more,Other,Female,Bachelor,51,Married,Working fulltime,1979
2004,Not applicable,Pretty happy,Pacific,$4000 to 4999,Other,Male,High school,49,Married,Temp not working,1980
2004,Good,Very happy,Pacific,Not applicable,Other,Male,High school,41,Married,Working fulltime,1981
2004,Excellent,Not applicable,Middle atlantic,Not applicable,White,Female,Junior college,40,Married,Keeping house,1982
2004,Not applicable,Pretty happy,Middle atlantic,Refused,White,Female,High school,58,Married,Working fulltime,1983
2004,Excellent,Pretty happy,Middle atlantic,Not applicable,White,Female,High school,40,Married,Keeping house,1984
2004,Not applicable,Not applicable,Middle atlantic,No answer,White,Female,Lt high school,56,Married,Working fulltime,1985
2004,Good,Not applicable,Middle atlantic,$25000 or more,White,Male,High school,54,Married,Working fulltime,1986
2004,Excellent,Very happy,Middle atlantic,$25000 or more,White,Male,Bachelor,24,Never married,Temp not working,1987
2004,Fair,Not applicable,Middle atlantic,Not applicable,White,Male,Lt high school,80,Married,Retired,1988
2004,Not applicable,Not applicable,Middle atlantic,$25000 or more,White,Female,High school,40,Married,Working fulltime,1989
2004,Not applicable,Not applicable,Middle atlantic,Don't know,White,Male,High school,60,Married,Other,1990
2004,Not applicable,Not applicable,Middle atlantic,Not applicable,White,Female,Bachelor,83,Married,Retired,1991
2004,Not applicable,Very happy,Middle atlantic,Not applicable,Other,Female,Bachelor,65,Married,Working fulltime,1992
2004,Excellent,Very happy,Middle atlantic,$25000 or more,White,Male,Bachelor,54,Married,Working fulltime,1993
2004,Excellent,Pretty happy,Middle atlantic,Not applicable,White,Female,High school,58,Married,Retired,1994
2004,Not applicable,Pretty happy,Middle atlantic,Not applicable,White,Female,Graduate,45,Married,Keeping house,1995
2004,Good,Pretty happy,Middle atlantic,Not applicable,White,Female,High school,30,Married,Keeping house,1996
2004,Not applicable,Not applicable,Middle atlantic,$25000 or more,White,Male,Bachelor,44,Married,Working fulltime,1997
2004,Not applicable,Not applicable,Middle atlantic,Not applicable,White,Male,High school,43,Divorced,Retired,1998
2004,Excellent,Not applicable,Middle atlantic,Not applicable,White,Male,Graduate,69,Married,Retired,1999
2004,Good,Pretty happy,New england,Not applicable,White,Male,Bachelor,61,Married,Retired,2000
2004,Not applicable,Not applicable,New england,$5000 to 5999,White,Female,High school,26,Married,Other,2001
2004,Good,Pretty happy,New england,Lt $1000,White,Male,High school,37,Married,Keeping house,2002
2004,Not applicable,Not applicable,New england,Not applicable,White,Male,High school,18,Never married,Working fulltime,2003
2004,Good,Not applicable,New england,$20000 - 24999,White,Male,High school,23,Never married,Working fulltime,2004
2004,Good,Very happy,New england,$25000 or more,White,Male,Graduate,58,Married,Working fulltime,2005
2004,Not applicable,Very happy,New england,$25000 or more,White,Male,Bachelor,35,Married,Working fulltime,2006
2004,Excellent,Very happy,New england,Not applicable,White,Male,Graduate,50,Married,Working fulltime,2007
2004,Not applicable,Not applicable,New england,Not applicable,White,Male,High school,26,Married,Other,2008
2004,Excellent,Pretty happy,New england,$25000 or more,White,Female,Graduate,51,Married,"Unempl, laid off",2009
2004,Not applicable,Very happy,New england,Not applicable,White,Female,High school,78,Widowed,Retired,2010
2004,Fair,Pretty happy,New england,Not applicable,White,Female,Lt high school,28,Married,Working fulltime,2011
2004,Excellent,Not applicable,New england,$10000 - 14999,White,Female,Bachelor,42,Married,Working parttime,2012
2004,Not applicable,Pretty happy,New england,$25000 or more,White,Male,High school,43,Married,Working fulltime,2013
2004,Good,Pretty happy,New england,$4000 to 4999,White,Female,High school,79,Divorced,Working parttime,2014
2004,Good,Not applicable,New england,Not applicable,White,Female,High school,89 or older,Widowed,Retired,2015
2004,Excellent,Not too happy,New england,Not applicable,White,Female,High school,76,Divorced,Retired,2016
2004,Not applicable,Very happy,New england,$10000 - 14999,White,Female,Graduate,43,Married,Working fulltime,2017
2004,Good,Pretty happy,New england,Not applicable,White,Female,Bachelor,88,Widowed,Retired,2018
2004,Good,Pretty happy,New england,$20000 - 24999,White,Female,High school,24,Never married,"Unempl, laid off",2019
2004,Not applicable,Not applicable,New england,$7000 to 7999,White,Female,Junior college,65,Widowed,Retired,2020
2004,Not applicable,Not applicable,New england,$25000 or more,White,Female,Graduate,47,Widowed,Working parttime,2021
2004,Fair,Not too happy,New england,$4000 to 4999,White,Male,High school,51,Married,Working parttime,2022
2004,Not applicable,Pretty happy,New england,$25000 or more,White,Female,High school,47,Married,Working fulltime,2023
2004,Excellent,Not applicable,New england,Not applicable,White,Female,Graduate,66,Married,Retired,2024
2004,Not applicable,Not applicable,Middle atlantic,$25000 or more,White,Male,Graduate,58,Married,Retired,2025
2004,Excellent,Very happy,Middle atlantic,Not applicable,White,Female,Junior college,42,Married,Working parttime,2026
2004,Excellent,Pretty happy,Middle atlantic,$20000 - 24999,White,Female,High school,69,Married,Working parttime,2027
2004,Not applicable,Not applicable,Middle atlantic,Not applicable,White,Female,High school,63,Married,Retired,2028
2004,Excellent,Not applicable,Middle atlantic,$25000 or more,White,Male,High school,40,Married,Working fulltime,2029
2004,Excellent,Pretty happy,Middle atlantic,$25000 or more,White,Male,Junior college,52,Married,Working fulltime,2030
2004,Not applicable,Not applicable,Middle atlantic,$25000 or more,White,Male,High school,46,Married,Working fulltime,2031
2004,Not applicable,Not applicable,Middle atlantic,Lt $1000,White,Female,High school,54,Married,Keeping house,2032
2004,Not applicable,Not applicable,W. nor. central,$25000 or more,White,Male,Bachelor,47,Married,Working fulltime,2033
2004,Good,Very happy,W. nor. central,$25000 or more,White,Male,Graduate,37,Married,Working fulltime,2034
2004,Excellent,Very happy,W. nor. central,$25000 or more,White,Male,Graduate,44,Married,Working fulltime,2035
2004,Not applicable,Not applicable,W. nor. central,$1000 to 2999,White,Female,High school,32,Married,Keeping house,2036
2004,Not applicable,Not applicable,W. nor. central,Not applicable,White,Male,Graduate,28,Never married,School,2037
2004,Not applicable,Pretty happy,W. nor. central,$25000 or more,White,Female,Bachelor,37,Married,Working fulltime,2038
2004,Good,Pretty happy,W. nor. central,$25000 or more,White,Male,High school,43,Married,Working fulltime,2039
2004,Good,Pretty happy,W. nor. central,$10000 - 14999,White,Male,High school,22,Never married,Working fulltime,2040
2004,Good,Pretty happy,W. nor. central,$25000 or more,White,Female,Bachelor,32,Married,Working fulltime,2041
2004,Fair,Not applicable,W. nor. central,$25000 or more,White,Male,Junior college,50,Married,Working fulltime,2042
2004,Not applicable,Very happy,W. nor. central,$10000 - 14999,White,Female,High school,29,Married,Working fulltime,2043
2004,Good,Pretty happy,W. nor. central,$3000 to 3999,White,Female,Bachelor,45,Married,Temp not working,2044
2004,Good,Not applicable,W. nor. central,$15000 - 19999,White,Male,Bachelor,26,Never married,"Unempl, laid off",2045
2004,Not applicable,Not applicable,W. nor. central,Not applicable,Black,Female,High school,25,Married,School,2046
2004,Good,Not applicable,W. nor. central,$25000 or more,White,Female,High school,26,Married,School,2047
2004,Excellent,Pretty happy,W. nor. central,Not applicable,Other,Female,Bachelor,23,Never married,Working fulltime,2048
2004,Excellent,Pretty happy,W. nor. central,$25000 or more,White,Female,Graduate,49,Married,Working fulltime,2049
2004,Not applicable,Not applicable,W. nor. central,$3000 to 3999,White,Female,Bachelor,23,Never married,School,2050
2004,Not applicable,Not applicable,W. nor. central,$15000 - 19999,White,Male,High school,75,Married,Working parttime,2051
2004,Not applicable,Not applicable,W. nor. central,Not applicable,White,Male,Graduate,33,Separated,Working fulltime,2052
2004,Excellent,Very happy,W. nor. central,$20000 - 24999,White,Female,Bachelor,75,Widowed,Working fulltime,2053
2004,Fair,Pretty happy,W. nor. central,$15000 - 19999,White,Female,Lt high school,24,Never married,Working fulltime,2054
2004,Not applicable,Pretty happy,W. nor. central,Not applicable,White,Male,High school,38,Married,Working fulltime,2055
2004,Not applicable,Not applicable,W. nor. central,$20000 - 24999,Black,Female,High school,27,Married,Working fulltime,2056
2004,Not applicable,Not applicable,W. nor. central,$15000 - 19999,White,Female,High school,26,Divorced,Working fulltime,2057
2004,Not applicable,Not applicable,W. nor. central,Not applicable,White,Male,High school,26,Never married,Working fulltime,2058
2004,Excellent,Very happy,W. nor. central,$3000 to 3999,White,Male,High school,25,Never married,Working fulltime,2059
2004,Excellent,Pretty happy,W. nor. central,$10000 - 14999,White,Female,Graduate,48,Widowed,Retired,2060
2004,Not applicable,Not applicable,W. nor. central,$25000 or more,White,Male,High school,47,Married,Temp not working,2061
2004,Not applicable,Very happy,W. nor. central,$15000 - 19999,White,Female,High school,44,Married,Working fulltime,2062
2004,Good,Not applicable,W. nor. central,$25000 or more,White,Male,Lt high school,48,Divorced,Temp not working,2063
2004,Excellent,Pretty happy,W. nor. central,$25000 or more,White,Female,High school,60,Married,Temp not working,2064
2004,Poor,Pretty happy,W. nor. central,Not applicable,White,Male,High school,83,Widowed,Retired,2065
2004,Not applicable,Not applicable,W. nor. central,Not applicable,White,Male,Graduate,65,Married,Retired,2066
2004,Not applicable,Pretty happy,W. nor. central,$25000 or more,White,Female,Junior college,44,Married,Working fulltime,2067
2004,Excellent,Very happy,W. nor. central,$6000 to 6999,White,Female,Graduate,71,Married,Working parttime,2068
2004,Not applicable,Not applicable,W. nor. central,$25000 or more,White,Female,High school,40,Married,Working fulltime,2069
2004,Not applicable,Very happy,W. nor. central,$4000 to 4999,White,Female,High school,23,Divorced,Working parttime,2070
2004,Fair,Very happy,W. nor. central,Not applicable,White,Male,High school,47,Divorced,Other,2071
2004,Fair,Not applicable,W. nor. central,$20000 - 24999,White,Male,High school,54,Divorced,Working fulltime,2072
2004,Fair,Pretty happy,W. nor. central,$10000 - 14999,White,Male,High school,50,Divorced,"Unempl, laid off",2073
2004,Excellent,Very happy,Mountain,Lt $1000,White,Male,High school,26,Divorced,Working fulltime,2074
2004,Not applicable,Not applicable,Mountain,Not applicable,White,Male,Lt high school,50,Divorced,Retired,2075
2004,Good,Very happy,Mountain,$20000 - 24999,White,Female,High school,35,Divorced,Working fulltime,2076
2004,Excellent,Pretty happy,Mountain,$25000 or more,White,Female,Junior college,39,Divorced,Working fulltime,2077
2004,Not applicable,Pretty happy,Mountain,Not applicable,White,Female,High school,53,Widowed,Working fulltime,2078
2004,Good,Not applicable,Mountain,Not applicable,Other,Female,Lt high school,18,Never married,Working fulltime,2079
2004,Not applicable,Not applicable,Mountain,$15000 - 19999,White,Male,High school,68,Divorced,Retired,2080
2004,Good,Pretty happy,Mountain,$7000 to 7999,Other,Male,High school,36,Never married,Keeping house,2081
2004,Not applicable,Not too happy,Mountain,Not applicable,White,Male,Lt high school,49,Married,Other,2082
2004,Not applicable,Not applicable,Mountain,Not applicable,Other,Male,Lt high school,52,Married,"Unempl, laid off",2083
2004,Not applicable,Not applicable,Mountain,Not applicable,White,Female,Lt high school,42,Divorced,Other,2084
2004,Not applicable,Pretty happy,Mountain,$25000 or more,White,Male,High school,64,Married,Working fulltime,2085
2004,Fair,Pretty happy,Mountain,Not applicable,White,Male,Lt high school,34,Married,Working fulltime,2086
2004,Good,Not applicable,Mountain,$8000 to 9999,White,Male,High school,43,Married,Working parttime,2087
2004,Not applicable,Not applicable,Mountain,Not applicable,White,Female,High school,55,Married,Retired,2088
2004,Good,Not applicable,Mountain,$5000 to 5999,White,Male,High school,19,Never married,Working fulltime,2089
2004,Not applicable,Not applicable,Mountain,$25000 or more,White,Female,Bachelor,27,Married,Working fulltime,2090
2004,Not applicable,Very happy,Mountain,$25000 or more,White,Male,High school,67,Married,Working fulltime,2091
2004,Good,Very happy,Mountain,$20000 - 24999,White,Male,Bachelor,47,Married,Temp not working,2092
2004,Not applicable,Pretty happy,Mountain,Not applicable,White,Male,High school,74,Married,Retired,2093
2004,Not applicable,Pretty happy,Mountain,$25000 or more,White,Male,Bachelor,35,Never married,Working fulltime,2094
2004,Not applicable,Not applicable,Mountain,Not applicable,White,Male,High school,45,Married,Other,2095
2004,Not applicable,Not applicable,Mountain,Refused,White,Female,Junior college,41,Married,Working parttime,2096
2004,Good,Pretty happy,Mountain,$10000 - 14999,White,Female,Bachelor,46,Never married,Retired,2097
2004,Excellent,Very happy,Mountain,$25000 or more,White,Male,High school,31,Married,Working fulltime,2098
2004,Not applicable,Very happy,Mountain,$25000 or more,White,Male,Graduate,51,Married,Working fulltime,2099
2004,Excellent,Very happy,Mountain,$20000 - 24999,White,Male,High school,56,Married,Working fulltime,2100
2004,Not applicable,Not applicable,Mountain,Not applicable,White,Female,High school,46,Married,School,2101
2004,Not applicable,Not applicable,Mountain,$25000 or more,White,Male,High school,49,Married,Working fulltime,2102
2004,Excellent,Very happy,Mountain,Not applicable,White,Female,High school,38,Married,Working fulltime,2103
2004,Not applicable,Not applicable,Mountain,Not applicable,White,Female,Bachelor,32,Married,Keeping house,2104
2004,Not applicable,Not applicable,Mountain,Not applicable,White,Male,High school,46,Divorced,Retired,2105
2004,Not applicable,Not applicable,Mountain,Refused,White,Female,Bachelor,35,Married,Working fulltime,2106
2004,Good,Pretty happy,W. nor. central,$10000 - 14999,White,Female,High school,26,Married,Working fulltime,2107
2004,Fair,Pretty happy,W. nor. central,$20000 - 24999,White,Male,Lt high school,59,Married,Working parttime,2108
2004,Excellent,Pretty happy,W. nor. central,$25000 or more,White,Male,High school,57,Married,Working fulltime,2109
2004,Excellent,Very happy,W. nor. central,Not applicable,White,Female,High school,45,Married,Working parttime,2110
2004,Not applicable,Not applicable,W. nor. central,Not applicable,White,Female,High school,63,Widowed,Retired,2111
2004,Not applicable,Very happy,W. nor. central,Not applicable,White,Male,High school,61,Married,Retired,2112
2004,Excellent,Very happy,W. nor. central,$15000 - 19999,White,Female,Junior college,30,Married,Working parttime,2113
2004,Poor,Not applicable,W. nor. central,$25000 or more,White,Female,High school,29,Married,Working fulltime,2114
2004,Not applicable,Not applicable,W. nor. central,$10000 - 14999,White,Female,High school,33,Married,Working fulltime,2115
2004,Not applicable,Not applicable,W. nor. central,Not applicable,White,Female,Lt high school,89 or older,Widowed,Retired,2116
2004,Good,Not too happy,W. nor. central,$25000 or more,White,Female,High school,62,Married,Working fulltime,2117
2004,Not applicable,Not applicable,W. nor. central,Not applicable,White,Male,High school,70,Married,Retired,2118
2004,Good,Not applicable,W. nor. central,$15000 - 19999,White,Female,High school,60,Divorced,Working fulltime,2119
2004,Not applicable,Not applicable,W. nor. central,Refused,White,Female,High school,60,Married,Working fulltime,2120
2004,Not applicable,Very happy,W. nor. central,$20000 - 24999,White,Female,High school,59,Married,Working fulltime,2121
2004,Not applicable,Not applicable,W. nor. central,Lt $1000,White,Male,Lt high school,85,Married,Retired,2122
2004,Excellent,Pretty happy,W. nor. central,Not applicable,White,Male,Graduate,88,Widowed,Retired,2123
2004,Poor,Not applicable,W. nor. central,$15000 - 19999,White,Male,High school,63,Married,Working parttime,2124
2004,Not applicable,Not applicable,W. nor. central,$15000 - 19999,White,Female,High school,34,Divorced,Working fulltime,2125
2004,Not applicable,Not applicable,W. nor. central,$25000 or more,White,Female,High school,56,Divorced,Working fulltime,2126
2004,Good,Not applicable,W. nor. central,$25000 or more,White,Male,Lt high school,34,Divorced,Working fulltime,2127
2004,Not applicable,Pretty happy,W. nor. central,Lt $1000,White,Male,High school,22,Never married,Working fulltime,2128
2004,Good,Pretty happy,W. nor. central,$10000 - 14999,White,Male,High school,21,Never married,Working fulltime,2129
2004,Not applicable,Not applicable,W. nor. central,$25000 or more,White,Male,High school,53,Never married,Working fulltime,2130
2004,Good,Pretty happy,W. nor. central,$25000 or more,White,Male,Junior college,32,Widowed,Working fulltime,2131
2004,Not applicable,Pretty happy,W. nor. central,$10000 - 14999,White,Male,High school,84,Married,Retired,2132
2004,Excellent,Pretty happy,W. nor. central,$25000 or more,White,Female,High school,46,Married,Working fulltime,2133
2004,Not applicable,Very happy,W. nor. central,$1000 to 2999,White,Male,High school,34,Never married,Working fulltime,2134
2004,Good,Pretty happy,W. nor. central,Not applicable,Black,Male,Bachelor,41,Married,Temp not working,2135
2004,Fair,Pretty happy,W. nor. central,Not applicable,White,Female,Junior college,43,Married,Keeping house,2136
2004,Excellent,Pretty happy,W. nor. central,$20000 - 24999,White,Male,Bachelor,52,Married,Working fulltime,2137
2004,Not applicable,Not applicable,E. nor. central,Refused,White,Female,High school,45,Married,Working fulltime,2138
2004,Not applicable,Not applicable,E. nor. central,Refused,White,Male,High school,70,Married,Working parttime,2139
2004,Excellent,Very happy,E. nor. central,$25000 or more,White,Male,Graduate,51,Married,Working fulltime,2140
2004,Good,Not applicable,E. nor. central,Not applicable,White,Male,High school,59,Married,Retired,2141
2004,Good,Not applicable,E. nor. central,Not applicable,White,Female,Graduate,82,Widowed,Retired,2142
2004,Not applicable,Pretty happy,E. nor. central,$15000 - 19999,White,Female,High school,49,Divorced,Working fulltime,2143
2004,Fair,Pretty happy,E. nor. central,$20000 - 24999,White,Female,High school,42,Divorced,Working fulltime,2144
